customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,641,Germany,Female,34,10,79224.06,2,0,1,124457.7,0
15439645,594,Germany,Female,25,3,145379.35,1,1,0,174774.81,1
6657851,623,France,Male,39,1,78153.88,1,1,0,114261.39,1
13417437,633,France,Male,33,4,138699.41,2,1,1,120197.76,0
5357651,642,France,Female,29,4,147469.35,2,1,1,113702.7,0
577473,669,France,Female,33,9,608.08,2,0,1,193698.79,0
15480553,625,Spain,Male,59,7,116760.02,3,1,0,43903.69,1
16372317,698,Germany,Female,29,1,112470.34,2,1,1,73046.55,0
3892120,682,Germany,Male,38,9,132229.01,2,1,1,23999.43,0
1654595,680,Spain,Male,43,1,118618.62,2,1,1,12131.93,0
14239738,615,Germany,Female,31,4,88091.18,1,0,1,28250.79,0
12486810,490,France,Female,54,1,121991.52,1,1,1,187626.72,1
2404751,643,France,Male,34,0,140626.6,1,0,1,163642.4,0
13280242,612,France,Male,32,3,127892.68,2,1,0,45523.29,0
14881821,555,Spain,Male,47,10,93129.73,1,0,0,185673.99,0
156117,653,Spain,Female,63,4,0.0,4,0,1,23897.03,1
6528765,570,Germany,Female,60,5,169082.74,3,0,0,26677.89,1
7750501,637,Spain,Male,49,0,166901.37,2,1,0,181404.91,0
147464,582,France,Female,32,1,179044.12,2,0,0,117947.75,1
274509,705,Germany,Male,37,1,123000.81,2,1,1,177759.05,0
16241816,664,Germany,Male,39,8,121104.41,1,1,0,23671.33,0
2641906,561,Germany,Male,35,0,141421.97,2,1,1,104551.13,1
11823128,664,Spain,Male,40,3,136193.21,2,1,1,23338.87,0
11859502,772,Germany,Male,34,9,109955.0,1,0,1,77543.22,1
13360880,778,Spain,Male,37,8,143193.24,1,0,1,139311.16,0
4269552,602,France,Female,33,7,167820.37,2,1,1,16112.98,0
6238439,779,Germany,Female,28,9,106438.5,1,1,1,51898.18,0
3757134,564,Germany,Male,43,5,101867.05,1,1,1,105237.04,0
6988493,574,Germany,Female,32,1,117621.7,2,1,1,58291.13,0
4519635,637,Germany,Male,33,3,110434.83,1,1,1,1291.85,0
4126311,805,Germany,Male,52,10,98784.54,2,1,1,106317.68,0
11476471,628,Germany,Female,36,5,103822.02,2,1,0,47633.95,0
4920812,641,Germany,Male,45,4,110758.05,1,1,1,26044.32,0
15533250,577,Spain,Male,53,8,90723.13,2,1,1,184091.16,0
10996464,658,Germany,Male,35,7,142024.72,2,1,0,104187.48,1
981001,657,Spain,Female,51,10,171260.95,3,1,0,161056.73,1
1562112,655,Spain,Male,29,1,1536.18,2,1,1,124568.86,0
13186035,604,Spain,Male,33,1,141644.39,1,1,0,104931.27,0
1959380,573,Germany,Male,47,9,130347.2,2,0,1,84435.33,0
3777340,652,Spain,Male,39,0,151850.18,2,1,0,195004.25,0
9396170,616,France,Male,39,2,157445.15,2,0,1,189646.11,0
13428286,633,Spain,Male,31,10,150135.86,1,1,1,198819.97,0
13948992,705,Spain,Female,33,5,99708.32,2,1,1,118134.11,0
3990939,664,Germany,Male,34,8,128679.06,2,1,0,4139.56,0
6558199,682,Germany,Male,37,1,115385.72,1,1,1,137751.81,0
6152094,672,Germany,Female,29,3,161659.28,2,1,1,148668.5,0
15452033,749,France,Male,46,8,150378.22,1,1,1,196853.21,1
5310563,530,Spain,Female,36,9,764.02,4,1,0,28467.49,1
14035149,715,Spain,Female,37,2,0.0,2,0,0,194282.23,0
5419111,573,France,Male,35,8,119440.04,2,1,1,102942.6,0
