customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,771,Germany,Male,32,7,116820.04,2,1,1,138694.82,1
15439645,515,Germany,Female,20,7,100566.92,1,1,0,107575.75,0
6657851,646,France,Male,39,1,0.0,1,1,0,143829.0,0
13417437,797,France,Female,36,8,206.38,2,0,1,155561.83,0
5357651,659,Spain,Female,41,5,108136.26,1,1,1,118949.6,1
577473,529,Germany,Female,40,2,84110.75,2,1,1,160778.26,0
15480553,568,France,Male,44,5,766.55,3,1,1,64255.98,1
16372317,524,Germany,Male,31,6,108001.92,2,1,1,55277.7,0
3892120,407,Germany,Male,40,9,88550.71,2,0,0,153524.62,0
1654595,647,Spain,Male,46,0,133764.74,1,1,1,199338.78,1
14239738,622,Germany,Female,32,4,112083.6,2,1,1,70791.39,0
12486810,522,France,Female,42,5,74286.24,3,1,0,100073.35,1
2404751,623,France,Male,25,2,145441.94,2,1,1,157069.61,0
13280242,501,Spain,Male,36,3,165799.88,1,1,0,34015.8,0
14881821,488,France,Male,43,5,80042.7,1,0,0,156782.81,0
156117,586,Germany,Female,55,3,152054.53,4,1,1,30626.35,1
6528765,513,France,Male,32,5,0.0,3,0,0,140611.31,1
7750501,770,Spain,Female,51,9,1460.52,1,1,0,100296.07,1
147464,841,France,Male,52,5,133.54,2,0,0,132777.1,1
274509,667,Germany,Male,43,9,116395.56,1,1,1,62814.18,0
16241816,656,Germany,Male,40,8,140709.75,1,0,0,4689.52,0
2641906,651,Germany,Male,31,5,156167.01,2,1,0,155784.6,1
11823128,646,Spain,Male,44,3,122038.64,1,1,1,21699.69,1
11859502,794,France,Male,31,5,523.47,2,1,1,38697.54,0
13360880,781,France,Male,20,7,141609.42,1,0,1,128685.1,0
4269552,543,Germany,Male,31,5,149303.8,2,1,1,144614.6,0
6238439,733,France,Female,33,9,0.0,2,1,0,119019.06,1
3757134,576,Germany,Male,45,0,143474.26,1,1,1,122825.52,0
6988493,537,Spain,Male,27,5,93134.82,1,1,1,32247.56,0
4519635,496,Germany,Male,46,7,131209.42,1,1,0,128725.93,0
4126311,530,France,Male,44,10,118515.54,2,1,1,83620.41,0
11476471,517,France,Male,43,5,100215.61,2,1,0,33200.59,0
4920812,465,Germany,Male,42,7,148939.6,1,1,1,75962.11,0
15533250,654,Spain,Male,42,8,883.62,2,1,0,126762.86,0
10996464,578,France,Male,46,7,131454.44,1,1,0,111241.02,1
981001,652,France,Male,42,10,104091.57,3,0,0,156301.18,1
1562112,532,Spain,Male,23,5,2570.82,2,0,1,138237.87,0
13186035,629,France,Male,30,5,1303.26,1,1,1,43694.38,1
1959380,549,Germany,Male,40,9,128452.39,2,0,1,112014.57,1
3777340,699,Spain,Male,42,1,142779.6,1,1,1,103322.19,0
9396170,598,France,Female,38,2,198.73,2,0,1,101787.49,0
13428286,529,France,Male,31,5,134544.88,1,1,1,110568.75,0
13948992,657,France,Female,50,5,105813.73,3,1,0,129351.3,1
3990939,481,Germany,Male,38,8,129530.58,1,1,0,154774.36,0
6558199,500,France,Female,40,5,108426.88,1,1,0,54908.0,0
6152094,602,Germany,Female,29,10,153665.73,2,1,0,168041.11,1
15452033,722,Germany,Male,39,7,0.0,2,0,0,171094.43,1
5310563,564,Spain,Female,42,5,0.0,4,1,0,22591.56,1
14035149,700,Germany,Male,35,2,0.0,1,0,0,134809.96,0
5419111,509,Spain,Male,38,5,101860.84,1,1,0,57392.88,0
16314851,770,Germany,Female,36,7,122855.61,1,0,1,156041.28,0
4672837,545,Germany,Male,45,8,141715.51,2,0,0,57955.35,0
12967140,466,Germany,Male,36,5,142588.66,2,1,1,170636.37,0
10591189,850,Spain,Male,40,5,149880.83,1,0,0,81170.74,1
2840092,520,Spain,Male,28,2,0.0,2,1,0,145083.36,0
1053782,696,Germany,Male,32,6,173062.99,2,0,0,140239.25,0
13428006,642,Germany,Male,35,5,160701.91,2,1,1,124419.04,0
14305470,590,Spain,Female,49,5,93424.15,1,0,0,145656.12,0
1451299,497,Germany,Male,45,7,118537.95,1,1,0,46640.19,1
691147,625,Spain,Male,39,5,0.0,2,0,0,186797.38,0
6948175,624,Germany,Female,36,8,147304.75,2,0,0,171383.58,0
15499935,580,France,Female,55,2,88737.75,3,1,1,135617.03,1
6943995,544,France,Male,22,5,146372.12,2,1,1,121092.83,0
5017602,835,Germany,Male,24,3,79.9,2,0,0,88386.28,0
12853260,545,France,Male,42,3,0.0,2,0,0,91897.02,0
5776327,760,France,Female,45,10,101920.11,1,0,0,187291.66,1
9500223,609,Germany,Male,34,4,183361.56,1,1,1,128552.63,0
7259282,685,France,Female,35,6,0.0,1,1,1,107795.95,0
8205595,501,Germany,Male,36,2,127059.11,1,1,1,81244.62,0
13438776,727,Spain,Male,48,7,103888.1,2,1,1,111409.12,1
6611025,545,France,Male,42,5,1308.95,2,1,0,116176.72,1
14228644,722,France,Male,52,7,113020.48,1,1,1,16343.92,1
14397014,759,Germany,Male,36,4,109334.84,2,0,0,114646.67,0
12630273,585,Germany,Female,46,5,156903.23,1,1,0,107117.91,1
3851236,543,France,Female,34,7,0.0,1,0,0,172370.31,0
1673188,414,Germany,Male,22,3,116308.53,2,1,0,117930.48,0
821261,493,Germany,Male,48,8,122685.59,1,0,0,140323.93,1
7413302,505,France,Male,36,7,155361.41,1,0,0,112414.8,1
9264680,803,Spain,Female,38,3,0.0,1,0,0,81801.45,0
