customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,754,Germany,Female,35,3,139912.39,1,1,1,110983.98,1
15439645,548,Germany,Female,26,3,149448.2,1,1,1,116806.72,1
6657851,621,France,Male,34,1,124343.1,1,1,0,146546.05,1
13417437,669,France,Male,32,8,76738.77,2,1,1,136802.0,0
5357651,850,France,Female,31,5,85721.33,1,1,1,119103.32,0
577473,650,France,Female,39,9,1254.49,2,0,0,164773.09,1
15480553,650,France,Male,59,5,147920.22,1,1,1,135680.79,1
16372317,726,France,Male,29,0,0.0,2,1,1,59657.02,0
3892120,546,Germany,Male,36,7,0.0,1,1,1,152640.02,0
1654595,653,Spain,Male,45,1,109014.69,1,1,0,76805.17,0
14239738,621,Germany,Male,30,4,100025.49,2,1,1,25295.29,0
12486810,631,Spain,Female,41,5,103818.54,1,0,0,125959.15,1
2404751,661,France,Male,36,1,111234.15,1,1,0,151289.61,0
13280242,665,Germany,Male,30,3,147430.91,1,1,0,48772.12,0
14881821,507,France,Male,49,5,117373.82,1,0,0,140225.35,0
156117,620,Germany,Female,67,3,147881.53,4,1,0,4821.06,1
6528765,661,Germany,Male,59,5,110152.25,3,0,0,26366.26,1
7750501,732,Spain,Male,24,9,598.67,2,1,0,61149.38,1
147464,646,France,Male,58,5,100404.42,1,0,0,163108.45,1
274509,663,Germany,Male,40,8,111188.4,1,1,1,80224.18,0
16241816,714,France,Male,36,8,128388.29,1,0,0,9076.76,0
2641906,757,Germany,Male,40,5,134393.13,2,1,0,157172.1,1
11823128,624,Spain,Male,33,3,150530.84,1,1,1,26092.93,1
11859502,797,Germany,Male,34,5,124780.51,1,0,1,84021.88,0
13360880,790,France,Male,64,8,107.41,1,0,0,135273.98,0
4269552,744,France,Male,29,5,0.0,2,1,0,193136.07,0
6238439,772,Germany,Male,32,8,88761.82,2,1,0,178046.3,1
3757134,669,France,Male,38,8,0.0,1,1,1,38740.15,0
6988493,528,Germany,Male,30,8,140866.15,1,1,0,84919.86,0
4519635,590,France,Male,78,8,114258.58,1,1,0,58488.39,0
4126311,833,France,Male,31,8,85670.82,2,1,1,79354.61,0
11476471,593,France,Male,38,5,75278.74,2,1,0,42009.86,0
4920812,588,Germany,Male,61,3,105691.54,1,0,0,71771.43,0
15533250,531,France,Male,29,8,493.67,2,1,1,174843.5,0
10996464,685,France,Male,41,7,136772.49,1,1,1,64082.8,1
981001,602,Spain,Female,75,9,163507.49,1,1,0,145132.75,1
1562112,524,France,Male,26,1,100888.66,2,0,1,150275.78,0
13186035,593,France,Male,30,3,98471.92,1,1,1,86314.98,0
1959380,850,Germany,Male,44,9,117157.06,2,0,1,83599.1,0
3777340,820,Spain,Male,47,1,78342.42,1,1,0,72906.78,1
9396170,707,France,Female,35,2,2102.52,1,0,1,199992.48,0
13428286,749,France,Male,29,8,108684.94,1,0,1,172480.41,0
13948992,642,France,Female,38,5,0.0,2,1,0,154305.52,1
3990939,577,Germany,Male,38,8,824.19,2,1,0,11.58,1
6558199,634,Spain,Male,38,1,101497.12,1,1,1,111008.46,0
6152094,656,Germany,Female,27,8,116600.87,2,1,0,158443.37,1
15452033,793,France,Male,47,7,140420.39,1,1,1,174764.36,1
5310563,820,France,Female,34,5,901.58,4,1,0,8597.29,1
14035149,758,France,Male,51,8,208.71,1,0,0,116168.41,1
5419111,545,France,Male,39,5,145416.15,1,1,0,123432.2,0
16314851,636,France,Female,36,5,111381.96,2,1,1,44872.55,0
4672837,763,France,Male,34,8,0.0,1,0,1,40164.07,0
12967140,669,France,Male,36,5,0.0,2,1,1,105183.32,1
10591189,847,Spain,Male,35,8,121550.61,1,1,0,75418.17,0
2840092,769,France,Male,29,5,771.71,2,1,1,119106.23,0
1053782,848,France,Male,37,7,141540.41,2,1,0,68926.5,0
13428006,566,Germany,Male,26,8,143673.51,2,1,1,138850.08,0
14305470,526,Spain,Female,40,5,0.0,1,0,0,131960.79,1
1451299,617,France,Male,30,5,115888.29,1,1,1,23648.26,0
691147,687,Spain,Male,40,4,0.0,1,1,1,195445.91,0
6948175,682,Germany,Female,33,8,138215.61,2,0,1,53319.27,0
15499935,544,France,Female,46,2,117209.54,3,1,0,131369.8,1
6943995,680,France,Male,35,5,139756.43,1,1,0,118276.25,1
5017602,837,France,Male,36,1,156138.77,1,1,0,136872.76,0
12853260,721,Germany,Male,58,3,0.0,2,0,1,172431.45,0
