customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,776,France,Male,36,10,83977.45,2,0,1,135976.48,0
15439645,622,France,Female,24,4,68716.44,1,1,1,199992.48,1
6657851,622,Spain,Male,41,1,113323.47,1,1,0,136758.54,1
13417437,711,France,Female,37,4,97208.34,2,1,1,178569.84,1
5357651,722,France,Female,34,4,120749.36,1,0,1,95358.43,0
577473,748,Germany,Female,38,2,77755.82,1,0,0,159447.22,0
15480553,605,France,Female,53,5,121795.87,3,1,1,59347.17,1
16372317,537,Spain,Male,36,1,1210.35,1,0,0,57739.27,0
3892120,446,Spain,Male,42,9,253.82,2,0,0,179190.89,0
1654595,462,Spain,Male,42,1,478.37,1,1,0,98494.64,1
14239738,635,France,Female,33,4,306.13,2,1,1,75153.35,0
12486810,714,Spain,Female,50,0,126897.64,1,0,0,199992.48,1
2404751,753,France,Male,26,2,0.0,2,1,0,174822.12,0
13280242,786,France,Male,28,3,123294.32,2,1,0,52636.07,0
14881821,850,France,Male,56,2,121777.0,1,0,0,190619.14,0
156117,659,France,Female,44,4,0.0,4,0,0,33679.01,1
6528765,729,Germany,Female,44,6,71931.73,3,0,0,21270.39,1
7750501,748,Spain,Male,60,1,107934.77,1,1,0,199992.48,0
147464,649,France,Male,35,2,99684.23,2,0,1,109121.64,0
274509,682,France,Male,28,8,119490.96,1,1,0,75981.03,0
16241816,714,Germany,Male,43,8,152116.2,1,0,0,19232.15,0
2641906,705,Germany,Male,46,2,95897.03,1,1,0,140108.72,1
11823128,584,Spain,Female,42,3,792.52,2,0,1,20504.82,1
11859502,767,Spain,Male,38,5,0.0,2,0,1,87545.41,0
13360880,750,France,Male,50,2,0.0,1,0,0,187163.6,0
4269552,506,France,Male,32,7,134305.88,1,0,0,199992.48,0
6238439,513,Germany,Female,31,8,146603.31,1,1,0,189108.57,0
3757134,561,Germany,Female,42,1,137840.91,1,1,1,137393.31,1
6988493,492,Germany,Female,24,8,123354.41,1,1,0,62495.24,0
4519635,553,France,Male,59,8,91414.85,1,1,0,86807.09,0
4126311,421,France,Male,56,8,59915.05,1,1,1,90002.91,0
11476471,736,France,Female,36,2,122638.85,1,1,0,39823.72,1
4920812,563,Germany,Male,52,4,157842.37,1,0,0,64222.22,0
15533250,651,Spain,Male,29,8,1594.85,2,0,0,192137.69,0
10996464,687,France,Male,32,2,111601.67,2,1,1,111862.04,1
981001,777,Spain,Female,64,10,100881.13,3,0,0,139449.14,1
1562112,485,France,Male,30,0,106026.9,1,1,1,101660.61,1
13186035,638,Spain,Male,66,1,169042.49,1,1,1,60618.88,1
1959380,623,Germany,Male,53,9,114621.06,2,0,0,115361.02,0
3777340,706,Spain,Male,39,1,0.0,1,1,0,61264.82,0
9396170,697,France,Female,34,2,0.0,2,0,1,185794.58,0
13428286,623,Germany,Male,30,8,134996.32,1,1,1,193771.32,0
13948992,735,France,Female,60,5,116639.91,1,0,0,87129.95,1
3990939,566,France,Male,34,8,146764.91,1,1,0,161265.93,0
6558199,733,France,Male,33,7,124317.42,1,1,1,79569.99,0
6152094,766,Germany,Male,27,8,81930.38,2,1,0,159813.33,0
15452033,757,France,Male,42,7,133903.75,1,0,0,185349.63,1
5310563,705,France,Female,30,2,0.0,4,1,0,158898.68,1
14035149,677,France,Male,41,2,0.0,1,0,0,179288.25,0
5419111,591,France,Male,34,8,112829.76,2,1,0,92718.98,0
16314851,745,France,Female,46,1,120016.32,3,0,1,195376.68,1
4672837,820,Germany,Male,43,8,124176.81,2,0,1,66621.47,0
12967140,469,France,Male,40,1,0.0,2,0,1,153686.99,0
10591189,836,Spain,Male,41,7,161683.84,1,0,0,103150.87,0
2840092,727,Spain,Female,29,1,0.0,2,0,0,148199.67,0
1053782,758,France,Male,38,7,151901.89,2,0,1,145314.33,0
13428006,674,Germany,Male,28,1,123991.47,1,1,0,76064.87,0
14305470,684,Spain,Female,30,2,496.62,2,0,0,186121.99,1
1451299,558,France,Male,51,7,106810.38,1,1,1,59283.05,0
691147,651,Spain,Female,38,4,181.69,1,0,0,199992.48,0
6948175,696,France,Female,28,1,132643.93,2,0,1,53265.43,0
15499935,604,France,Female,37,2,0.0,3,1,0,71117.72,1
6943995,677,France,Male,47,1,95932.55,1,0,1,160469.7,0
5017602,850,Germany,Male,34,1,115520.03,1,1,0,184473.71,0
12853260,693,Germany,Male,38,3,37419.26,1,0,1,156533.7,0
5776327,703,France,Male,41,4,119556.88,2,0,0,192166.64,0
9500223,676,Germany,Male,34,4,135773.54,2,0,0,54584.17,1
7259282,676,France,Male,31,6,73170.62,1,1,1,100445.08,1
8205595,595,Spain,Male,34,2,81793.71,1,1,1,77445.02,0
13438776,724,Spain,Male,45,7,106338.49,2,1,1,139073.05,0
6611025,585,Spain,Male,64,5,99540.47,1,1,1,101547.42,1
14228644,594,France,Male,34,7,362.02,1,1,1,27712.15,0
14397014,737,France,Male,38,1,827.65,2,1,0,197245.51,1
12630273,770,Spain,Male,45,2,116535.56,1,1,0,135036.69,1
3851236,685,France,Male,31,7,0.0,2,0,0,182386.22,0
1673188,734,Germany,Male,20,3,98353.7,2,1,0,180846.3,1
821261,682,France,Male,46,4,114718.09,1,0,0,160174.15,1
7413302,461,France,Male,35,7,1119.62,1,0,0,96783.37,0
9264680,718,Spain,Female,58,3,0.0,1,1,0,199992.48,1
5259138,573,France,Male,54,1,0.0,1,0,0,193103.04,1
13732767,774,Spain,Male,42,3,110280.08,1,0,1,157145.42,0
9961203,783,France,Male,41,2,106039.85,2,0,1,176419.52,0
14372422,798,Germany,Male,52,5,102638.94,3,1,0,51389.15,1
2428902,793,France,Female,30,9,64623.0,2,1,0,47762.83,0
6535298,658,France,Female,42,2,0.0,1,0,0,185910.6,0
11722751,686,France,Male,39,8,175349.0,2,0,0,154404.19,0
11468085,621,France,Male,30,7,0.0,1,1,0,79285.28,0
3648096,600,Germany,Female,39,9,161409.39,2,1,0,199992.48,0
3638891,481,Germany,Male,61,7,118236.48,1,1,1,105963.27,1
12879883,737,Spain,Female,49,2,0.0,1,0,1,175083.12,1
4252434,676,Spain,Male,33,9,209.37,2,0,0,107428.54,0
13036782,788,Spain,Male,39,8,114922.86,1,1,0,189276.72,0
1856473,696,France,Male,50,7,140751.11,3,1,0,160123.42,1
315845,535,Spain,Male,38,8,143420.12,1,1,1,57886.27,1
7131910,790,Spain,Male,30,0,104841.95,2,0,0,125206.92,0
13890907,666,Spain,Male,31,6,118529.13,2,1,1,10208.09,0
14856501,681,Spain,Male,40,7,756.32,1,1,1,70943.87,0
135842,542,France,Male,43,1,104758.49,1,1,0,65884.24,1
14178115,713,France,Male,49,10,96324.12,1,1,0,23449.85,1
12294219,698,France,Male,65,0,130500.49,1,1,0,110920.54,1
