customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,633,France,Female,37,1,102884.85,2,0,1,102032.15,0
15439645,615,France,Female,26,4,0.0,1,1,0,124544.68,1
6657851,660,Spain,Male,40,4,100493.21,1,1,0,126745.31,0
13417437,602,France,Male,35,4,2196.47,2,1,1,125168.75,0
5357651,586,France,Male,32,4,118320.39,1,1,1,78961.14,0
577473,603,Germany,Female,40,2,107487.88,1,0,0,168747.5,0
15480553,566,Spain,Male,63,7,108581.24,3,1,1,63275.21,1
16372317,708,Germany,Female,37,1,107950.6,1,1,0,51261.32,0
3892120,646,Spain,Male,45,9,6.01,1,1,0,153146.7,0
1654595,696,Spain,Male,48,1,61080.14,1,1,1,139275.63,0
14239738,611,Germany,Female,28,4,117412.17,1,1,1,69626.89,1
12486810,649,Spain,Female,64,5,96393.9,1,1,0,56309.77,1
2404751,628,France,Male,47,1,111070.29,1,1,1,116729.47,0
13280242,616,Spain,Male,33,1,664.29,2,0,0,63468.76,0
14881821,645,France,Male,73,2,84645.43,1,0,0,160142.22,0
156117,664,Germany,Male,63,4,148134.85,4,1,0,20410.79,1
6528765,658,Germany,Female,62,5,116631.76,3,0,0,129451.02,1
7750501,673,Spain,Male,65,1,0.0,2,1,1,154985.63,0
147464,635,France,Female,43,1,111002.8,1,0,0,71236.67,0
274509,710,France,Male,44,4,1359.9,1,1,1,88788.29,0
16241816,601,Germany,Male,39,8,89150.0,1,0,0,29450.14,0
2641906,626,Germany,Female,41,5,88981.62,2,1,0,161568.69,1
11823128,649,Spain,Male,50,3,320.24,2,1,1,21624.55,0
11859502,829,France,Male,33,4,117480.81,1,0,1,104490.69,0
13360880,796,Germany,Male,27,1,104030.33,2,0,1,148537.05,0
4269552,709,France,Female,28,7,127913.81,2,1,1,47813.0,0
6238439,735,Germany,Female,30,7,181.82,2,1,0,48864.53,1
3757134,536,France,Male,39,1,87743.87,1,1,1,133046.49,0
6988493,568,France,Male,33,1,124762.94,1,1,1,59819.84,0
4519635,534,France,Male,52,7,101692.93,1,1,1,61760.49,0
4126311,768,France,Male,34,1,128763.28,2,1,1,113143.53,0
11476471,664,Spain,Female,38,5,96862.74,2,1,0,24155.06,0
4920812,567,Germany,Male,46,4,81817.9,1,0,0,172252.82,0
15533250,523,Spain,Male,41,7,821.36,2,1,0,182186.79,0
10996464,646,France,Male,29,7,121988.79,1,1,1,125176.55,1
981001,621,Spain,Female,61,1,111921.8,3,1,0,152349.53,1
1562112,545,Germany,Male,27,1,129510.48,2,1,1,148741.76,1
13186035,591,Spain,Male,54,0,87969.86,1,0,1,159097.81,1
1959380,536,Germany,Male,51,9,86464.07,2,0,0,162145.29,0
3777340,592,Spain,Female,36,1,153.92,1,1,0,57595.79,0
9396170,643,France,Female,56,2,0.0,1,0,0,91004.18,1
13428286,639,Germany,Male,36,5,117792.27,1,0,1,140735.82,0
13948992,622,France,Female,65,5,113611.88,2,1,0,96572.74,0
3990939,607,Spain,Female,51,2,174798.87,1,1,0,164096.03,1
6558199,656,Germany,Female,37,1,75553.51,1,0,1,134998.89,0
6152094,654,Germany,Female,31,5,82251.18,2,1,0,175251.21,0
15452033,742,Germany,Male,39,7,129274.4,1,1,0,166216.43,0
5310563,527,Germany,Female,50,9,110125.29,4,1,0,8518.47,1
14035149,756,Spain,Female,39,2,5.31,2,0,0,179827.77,1
5419111,495,Spain,Female,38,5,123227.28,1,1,0,96262.86,0
