customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
14868932,774,Germany,Female,39,3,113464.81,1,0,1,20301.04,0
15439645,577,France,Female,22,3,98711.15,2,0,0,180477.92,1
6657851,612,France,Female,44,1,104813.52,1,1,0,135385.22,0
13417437,699,France,Male,32,4,100992.55,1,0,0,168770.51,0
5357651,678,France,Male,29,4,108210.41,1,1,1,64720.83,0
577473,621,Germany,Female,44,9,135131.34,1,1,1,166175.38,0
15480553,600,Germany,Male,49,9,104707.16,1,1,0,170706.36,1
16372317,688,Germany,Male,31,6,117305.69,1,1,1,71560.66,0
3892120,592,Spain,Female,41,9,695.63,2,1,1,197288.04,0
1654595,705,Spain,Male,43,1,78826.3,1,1,1,197258.47,0
14239738,794,Germany,Female,37,4,140669.12,1,0,1,49732.28,0
12486810,573,Germany,Female,55,5,129416.97,1,1,0,178149.38,1
2404751,625,France,Male,33,0,2765.48,1,1,1,71780.32,0
13280242,796,Spain,Female,37,3,997.17,2,0,0,37862.6,0
14881821,779,France,Female,69,5,134619.94,1,0,0,175448.17,0
156117,591,Germany,Female,77,3,124350.51,4,1,0,27295.55,1
6528765,595,Germany,Female,32,6,78685.89,3,1,0,16685.21,1
7750501,737,Spain,Male,63,9,0.0,2,1,0,183719.77,0
147464,594,Germany,Female,76,6,143113.24,1,0,0,79472.84,0
274509,662,France,Male,33,3,520.73,2,0,0,80049.69,0
16241816,593,Germany,Male,31,8,153038.52,1,0,0,16903.94,0
2641906,606,Germany,Male,34,6,107719.85,2,0,0,84098.97,0
11823128,639,Spain,Male,45,3,178492.09,2,1,1,19750.83,0
11859502,790,France,Male,33,9,1238.64,2,1,1,85635.09,0
13360880,797,Germany,Male,55,9,111659.38,1,0,1,141322.92,0
4269552,497,Spain,Male,34,7,161198.81,1,1,0,189077.59,0
6238439,760,Germany,Female,32,9,86814.5,1,1,0,173392.48,0
3757134,551,Germany,Male,45,3,106445.25,1,1,1,42639.15,0
6988493,758,Germany,Female,36,7,177668.94,2,1,0,33995.23,0
4519635,609,France,Female,64,3,128668.18,1,1,1,8473.1,0
4126311,748,France,Male,47,10,115622.75,2,1,1,72943.1,0
11476471,678,Spain,Female,43,5,138372.47,2,0,0,10700.02,0
4920812,566,Germany,Male,58,7,114745.71,1,1,1,50318.61,0
15533250,542,Spain,Male,41,8,123716.8,2,1,0,188962.56,0
10996464,564,France,Male,36,7,136330.6,1,1,1,58104.08,1
981001,669,Spain,Female,68,9,92381.73,3,0,0,151780.83,1
1562112,550,Spain,Male,33,3,131672.21,2,1,0,159263.9,1
13186035,616,Germany,Male,30,9,136714.85,1,1,1,84976.33,0
1959380,593,Germany,Female,49,9,102424.47,1,0,0,82917.85,0
3777340,784,Spain,Male,59,1,104754.24,1,1,1,52551.64,0
9396170,711,Spain,Male,40,2,1181.01,2,0,0,4812.17,0
13428286,616,Germany,Male,31,9,113557.48,1,1,0,191331.86,0
13948992,691,France,Female,65,5,135105.87,2,1,0,46169.63,0
3990939,531,France,Male,27,8,2492.6,2,1,0,167279.42,0
6558199,715,France,Female,38,1,139137.25,1,1,0,84225.62,1
6152094,628,Germany,Female,29,6,117203.99,2,0,0,167293.01,0
15452033,733,Germany,Male,39,7,146642.85,1,1,0,196884.09,0
5310563,712,France,Female,47,9,2366.08,4,1,0,21481.06,1
14035149,788,Germany,Female,52,3,110894.87,1,0,0,196399.44,0
5419111,599,France,Female,39,5,124477.33,2,1,0,101267.05,0
16314851,817,France,Female,38,7,117460.17,1,1,1,51460.15,0
4672837,551,France,Male,43,8,124069.3,1,1,1,22292.82,0
12967140,516,Germany,Female,46,7,176365.76,2,0,1,128227.89,0
10591189,849,Spain,Female,43,7,137086.36,2,1,0,80542.19,0
2840092,608,Spain,Female,38,0,1423.52,2,1,0,126019.71,0
1053782,714,France,Male,27,7,131686.66,2,0,0,131347.2,0
13428006,617,Germany,Female,31,1,134629.65,1,1,1,66415.31,0
14305470,561,Spain,Female,36,8,102981.0,1,0,0,194841.32,0
1451299,529,Germany,Male,55,6,131036.98,1,1,1,49071.24,0
691147,619,Spain,Female,45,4,0.0,1,0,0,177890.93,0
6948175,628,Germany,Female,31,8,173276.72,2,0,0,20993.33,0
15499935,664,Germany,Female,55,2,108173.33,3,1,0,50999.24,1
6943995,620,France,Male,42,3,108222.18,1,1,0,160999.72,0
5017602,769,Spain,Female,31,3,165577.82,1,0,0,32219.05,0
12853260,697,Spain,Female,69,3,17.65,1,0,0,81979.63,1
5776327,767,France,Female,70,4,133768.1,1,0,0,190482.19,0
9500223,650,Germany,Male,31,4,119296.68,2,1,1,39542.41,1
7259282,780,France,Female,31,6,105402.82,1,1,1,68033.08,0
8205595,731,Spain,Male,41,2,83913.8,1,0,1,48221.18,0
13438776,786,Spain,Male,46,3,116297.49,1,1,1,138886.09,1
6611025,653,France,Male,46,5,126195.86,1,1,0,60407.88,1
14228644,576,France,Female,46,3,81190.61,1,1,1,17391.32,0
14397014,825,Spain,Female,40,1,119610.4,1,1,0,162773.07,0
12630273,612,Germany,Female,57,5,131413.51,1,1,0,111306.41,1
3851236,752,France,Male,33,7,126687.26,2,1,0,188681.39,0
1673188,715,Germany,Female,56,9,93577.74,1,1,1,150780.69,0
821261,649,France,Male,45,4,148668.55,1,1,1,138096.1,0
7413302,473,Spain,Female,38,7,91.79,2,1,0,62919.34,0
9264680,847,France,Female,30,3,0.0,1,0,1,35627.33,0
5259138,589,France,Female,78,2,159748.9,3,0,1,149236.53,1
13732767,573,Spain,Female,41,3,1206.73,1,0,1,188512.91,0
9961203,829,France,Male,41,9,110288.78,1,1,0,123495.34,0
14372422,781,Germany,Female,51,5,180025.18,3,1,0,52833.05,1
2428902,763,Spain,Female,65,9,125582.51,2,1,0,170399.99,1
6535298,505,France,Female,42,6,410.68,1,0,0,41571.04,0
11722751,767,France,Male,62,1,130447.15,2,0,0,95873.41,1
11468085,588,Germany,Male,41,3,640.89,2,1,0,191463.64,0
3648096,563,Germany,Male,43,9,148382.32,2,1,0,172631.68,0
3638891,504,Germany,Female,59,9,120689.52,1,1,0,63345.82,1
12879883,729,France,Female,37,9,1387.98,2,0,1,48938.71,0
4252434,523,France,Male,30,9,956.5,2,0,1,89380.99,0
13036782,760,France,Male,72,9,163634.06,2,1,0,34743.47,0
1856473,752,Spain,Female,53,7,160562.41,1,1,0,62088.06,1
315845,540,France,Male,39,3,130845.27,1,1,1,55621.03,0
7131910,705,Spain,Female,43,1,146202.1,2,0,0,20405.05,0
13890907,662,Spain,Male,45,6,152057.91,1,1,0,21154.51,0
14856501,646,Spain,Male,67,9,93978.21,1,0,0,53780.34,1
135842,626,France,Male,42,3,134480.48,1,0,0,143613.25,1
14178115,698,Germany,Male,49,2,107478.08,2,1,0,16718.83,0
12294219,645,France,Female,62,9,158856.76,1,1,0,140312.0,1
